temperature,14.83,1
sonido,2.3604782259904e-310,4
temperatura,6.9,1
luminous,0,3
umidade,95.12,2
oFuslilnumxu,165.47,0
relativeHumidity,68,2
luminous,0,3
temperature,19.35,1
noise,50,4
luminous,1277.25,3
luminousFlux,0,3
luminousFlux,20231.86,3
temperature,16.96,1
temperature,15.93,1
luminousFlux,0,3
umidade,56,2
temperature,-3.99,1
luminousFlux,0,3
temperature,6.19,1
umidità,85.1,2
som,2.3604782259904e-310,4
temperature,12.06,1
temperature,2.3604782259904e-310,1
temperature,19.29,1
temperature,20.7,1
temperature,19.87,1
inlFsxuouulm,164.07,0
lux,19450.79,3
luminousFlux,1.38,3
noise,2.3604782259904e-310,4
temp,16.32,1
umFuinxolslu,180.8,0
sonido,50,4
temp,16.45,1
temperature,22.32,1
temperature,2.3604782259904e-310,1
temperature,12.19,1
temperature,14.9,1
luminous,0.4,3
temperature,22.32,1
temperatura,18.38,1
noise,50,4
temperature,15.74,1
temperature,18.9,1
temperature,28.06,1
luminousFlux,953.83,3
temperature,16,1
som,2.3604782259904e-310,4
temperature,28.06,1
relativeHumidity,56,2
temperature,18.77,1
lux,0,3
temp,20.9,1
temperature,17.22,1
light,0,3
lux,19.48,3
temperatura,16.38,1
rpmuaettree,11.43,0
temperature,-23.48,1
temperatura,15.61,1
temperature,9.8,1
temperatura,22.51,1
luminous,1121.3,3
luminousFlux,3.8,3
sonido,64.7,4
light,0,3
iiHttdvileaymeur,106.61,0
temperature,16.19,1
atvlmiieeitudyHr,198.36,0
temperature,16.64,1
temperature,16.38,1
som,2.3604782259904e-310,4
umidità,54,2
erpmartteeu,27.94,0
noise,50,4
light,2.3604782259904e-310,3
temperature,7.48,1
light,866.71,3
uuFuoilsmlxn,95.86,0
temperature,2.3604782259904e-310,1
luminous,0,3
luminousFlux,0,3
umidade,76.46,2
umidità,85.1,2
umidade,-2.08,2
temperature,20.9,1
sound,62.2,4
light,1525.94,3
temperature,10.19,1
light,0,3
sonido,76.5,4
luz,0,3
iuluounmxsFl,8.52,0
xisllunuuoFm,178.42,0
temperature,11.29,1
temperature,16.77,1
sound,2.3604782259904e-310,4
sound,51.3,4
sound,79.6,4
luminousFlux,10241.2,3
umidade,75.99,2
sound,51.3,4
umidità,73,2
umidità,71.65,2
temperature,-50,1
lux,0.99,3
luminousFlux,0,3
teHlriiivyumtdae,104.4,0
som,2.3604782259904e-310,4
umidità,95.12,2
Humidity,74.36,2
temperature,227.8,1
relativeHumidity,200,2
temp,15.67,1
umidità,82.81,2
relativeHumidity,52,2
lux,1.85,3
ixnuluuFlmso,158.07,0
luminousFlux,0,3
sound,50,4
temperature,-50,1
temperature,17.93,1
sound,2.3604782259904e-310,4
luminousFlux,12709.81,3
Humidity,-2.08,2
luz,9662.31,3
temperature,14.58,1
umidità,91.89,2
temperature,13.54,1
temperature,16.7,1
temperature,16.19,1
umidade,74.59,2
umidade,85.1,2
sound,2.3604782259904e-310,4
umidità,46,2
umidità,77,2
umnluisxuFol,150.69,0
umidità,52,2
temperature,11.03,1
umidità,73,2
temperature,-48.83,1
light,10549.35,3
sonido,50,4
umidade,39,2
umidità,85,2
umidade,77.97,2
temperature,16.77,1
lux,8181.29,3
temperatura,16.38,1
luminousFlux,2186.07,3
temperatura,5.93,1
temp,22.51,1
temperature,16.45,1
arteerepmtu,63.06,0
luminous,0,3
temperature,18.25,1
noise,50,4
temperature,16.77,1
temp,18,1
umidità,85,2
luminousFlux,0,3
temperature,21.09,1
temperature,10.83,1
temperature,-30.96,1
temperature,2.3604782259904e-310,1
sonido,50,4
Humidity,75.99,2
temperature,1.29,1
trpreteueam,166.03,0
temperature,17.53,1
umidità,89,2
umidade,200,2
luz,0,3
temperature,18.25,1
temperature,15.09,1
temperature,21.09,1
sound,50,4
noise,76.5,4
som,2.3604782259904e-310,4
temperature,17.29,1
temperature,10.51,1
sonido,70.2,4
temperature,31.35,1
relativeHumidity,89,2
light,0,3
ilimitdevrtyueaH,165.2,0
temperatura,-46.51,1
temperatura,15.67,1
temperature,2.3604782259904e-310,1
sonido,66.1,4
temperature,15.09,1
uuiFloxlnmus,9.48,0
temperature,11.54,1
Humidity,85.1,2
light,2186.07,3
temp,7.16,1
temp,11.09,1
temperature,14,1
umidità,41,2
temperatura,16.12,1
sound,2.3604782259904e-310,4
sound,70.2,4
temperature,9.22,1
temperature,22.51,1
relativeHumidity,49,2
temperature,14.9,1
light,0,3
temperature,19.54,1
sound,50,4
light,13.3,3
umidità,13,2
temperature,8.06,1
tpuameteerr,104.21,0
luminousFlux,0,3
noise,2.3604782259904e-310,4
luz,2117.77,3
lux,8181.29,3
temperature,-49.41,1
som,2.3604782259904e-310,4
temperature,-47.03,1
relativeHumidity,70,2
temperature,21.67,1
tueeaepmrrt,193.52,0
umidade,60,2
luminous,0,3
light,780.6,3
luminousFlux,0,3
umidità,27,2
sound,50,4
som,58.6,4
luz,1366.04,3
noise,82,4
uertemaptre,181.18,0
temperatura,-31.03,1
noise,53.8,4
umidade,85,2
sound,56,4
